entry,entry_id
C17orf99,C17orf99
GRAP,GRAP
RPLP0,RPLP0
ZNF543,ZNF543
COG7,COG7
TRIM40,TRIM40
SYNE2,SYNE2
OR52N5,OR52N5
ENSG00000270299,ENSG00000270299
RACK1,RACK1
OPA3,OPA3
SLC10A3,SLC10A3
BTAF1,BTAF1
OR1S2,OR1S2
RHOV,RHOV
TADA2B,TADA2B
OLR1,OLR1
STEAP2,STEAP2
HOXB6,HOXB6
SORBS1,SORBS1
CENPH,CENPH
SNX17,SNX17
CDH17,CDH17
ZBTB17,ZBTB17
HSCB,HSCB
SIGLEC14,SIGLEC14
BMP3,BMP3
JCAD,JCAD
SLF2,SLF2
LIM2,LIM2
TAS2R38,TAS2R38
SOX15,SOX15
PGBD1,PGBD1
IZUMO4,IZUMO4
IL11RA,IL11RA
RNF151,RNF151
TBX18,TBX18
RRM2,RRM2
IL12RB2,IL12RB2
TMEM104,TMEM104
LYZ,LYZ
MRPL4,MRPL4
MTRNR2L6,MTRNR2L6
RBCK1,RBCK1
FGF23,FGF23
FGF17,FGF17
MYB,MYB
ACAA1,ACAA1
AARS,AARS
PNPLA1,PNPLA1
CNMD,CNMD
BEND6,BEND6
MAP3K20,MAP3K20
OR10A6,OR10A6
TMEM126A,TMEM126A
PATL1,PATL1
DENND2C,DENND2C
MAP3K9,MAP3K9
KRTCAP3,KRTCAP3
DHX9,DHX9
CDC42EP2,CDC42EP2
ISG20,ISG20
GRASP,GRASP
KRT36,KRT36
VEGFD,VEGFD
KANSL2,KANSL2
RFPL1,RFPL1
LHFPL1,LHFPL1
DLGAP3,DLGAP3
SLC22A8,SLC22A8
WIPI2,WIPI2
DCTPP1,DCTPP1
ABCA10,ABCA10
FKBP3,FKBP3
KCTD21,KCTD21
CES5A,CES5A
CPN2,CPN2
SURF4,SURF4
GBP2,GBP2
ARHGAP32,ARHGAP32
CGNL1,CGNL1
SLAIN2,SLAIN2
COL4A2,COL4A2
B4GALT4,B4GALT4
IGHV3-21,IGHV3-21
HIST1H2BO,HIST1H2BO
IFIT1,IFIT1
TTC6,TTC6
ISYNA1,ISYNA1
PGK1,PGK1
MANSC4,MANSC4
STIP1,STIP1
RAB3C,RAB3C
IYD,IYD
NFRKB,NFRKB
RAB8A,RAB8A
TRPM2,TRPM2
PAGE3,PAGE3
CRB2,CRB2
GPR25,GPR25
CTTNBP2NL,CTTNBP2NL
DGUOK,DGUOK
RGS8,RGS8
GUF1,GUF1
WDR37,WDR37
SCN5A,SCN5A
NEDD9,NEDD9
ARHGEF4,ARHGEF4
HGNC:44660,HGNC:44660
GGH,GGH
OR13C2,OR13C2
ADGRF3,ADGRF3
FGF22,FGF22
EGFL6,EGFL6
TBC1D24,TBC1D24
EARS2,EARS2
C1orf174,C1orf174
DEPTOR,DEPTOR
FKTN,FKTN
C7orf25,C7orf25
PABPC5,PABPC5
TRABD2B,TRABD2B
HINT1,HINT1
TECTA,TECTA
OR51B5,OR51B5
CACNG4,CACNG4
ACER2,ACER2
OR5M10,OR5M10
NNAT,NNAT
PIGB,PIGB
IGHV3-33,IGHV3-33
CYSTM1,CYSTM1
CNP,CNP
HTR1F,HTR1F
GGCX,GGCX
BICD1,BICD1
WNT10B,WNT10B
ENSG00000282034,ENSG00000282034
VCX3B,VCX3B
CCDC127,CCDC127
EIF3L,EIF3L
FIP1L1,FIP1L1
PRSS27,PRSS27
HSPA12B,HSPA12B
EPB41L1,EPB41L1
COPS7B,COPS7B
UGCG,UGCG
PCDHA8,PCDHA8
STXBP3,STXBP3
PPP6R3,PPP6R3
LBHD1,LBHD1
OR51S1,OR51S1
NUP35,NUP35
BRICD5,BRICD5
MAGEA8,MAGEA8
TLR3,TLR3
MEIS2,MEIS2
HCCS,HCCS
GCNT3,GCNT3
LMNA,LMNA
TUSC2,TUSC2
TRBJ2-4,TRBJ2-4
EIF4EBP1,EIF4EBP1
IDNK,IDNK
FAM47E-STBD1,FAM47E-STBD1
NDUFAF8,NDUFAF8
GNAT1,GNAT1
GRIN1,GRIN1
NAA50,NAA50
TTC1,TTC1
FAM184A,FAM184A
KLHL38,KLHL38
AK7,AK7
NAALAD2,NAALAD2
EFTUD2,EFTUD2
BROX,BROX
C9orf78,C9orf78
BAD,BAD
CDC45,CDC45
RFC4,RFC4
SMS,SMS
ST6GALNAC5,ST6GALNAC5
MAGOH,MAGOH
C2orf40,C2orf40
TAOK1,TAOK1
BCKDHB,BCKDHB
TSTD1,TSTD1
PITX3,PITX3
CACNA1E,CACNA1E
RFX4,RFX4
TRBV7-4,TRBV7-4
NBEA,NBEA
OXER1,OXER1
INPP4B,INPP4B
DEFB131A,DEFB131A
MUT,MUT
ARL2-SNX15,ARL2-SNX15
GSKIP,GSKIP
CREBBP,CREBBP
CCDC6,CCDC6
NOL4,NOL4
SLC4A8,SLC4A8
FARSB,FARSB
IFNL3,IFNL3
RBP7,RBP7
LONRF1,LONRF1
SULT1E1,SULT1E1
CARTPT,CARTPT
GNE,GNE
TTLL10,TTLL10
MAP3K12,MAP3K12
ZNF573,ZNF573
LPAR4,LPAR4
ZNF850,ZNF850
SLC9B2,SLC9B2
ARPC1B,ARPC1B
PRPS1,PRPS1
E2F5,E2F5
TLE1,TLE1
DTX3L,DTX3L
LRRC19,LRRC19
VRK3,VRK3
PKDREJ,PKDREJ
PRL,PRL
IGFALS,IGFALS
APCS,APCS
PAQR3,PAQR3
FNDC3A,FNDC3A
SSB,SSB
AQP10,AQP10
TSPYL6,TSPYL6
MAP3K13,MAP3K13
PPFIA1,PPFIA1
MPEG1,MPEG1
SPI1,SPI1
SPERT,SPERT
C1D,C1D
DVL3,DVL3
FAM114A2,FAM114A2
FGD5,FGD5
OR5B3,OR5B3
TRAV5,TRAV5
ZNF728,ZNF728
ERICH4,ERICH4
PFKFB1,PFKFB1
CARD16,CARD16
APC2,APC2
SIGLEC7,SIGLEC7
DNAAF3,DNAAF3
MFAP5,MFAP5
LYPLAL1,LYPLAL1
PENK,PENK
KIF20B,KIF20B
MACF1,MACF1
NUB1,NUB1
HELZ,HELZ
OR2Y1,OR2Y1
AP2M1,AP2M1
PAG1,PAG1
PRR25,PRR25
SENP7,SENP7
TBR1,TBR1
PCDHB3,PCDHB3
C2CD5,C2CD5
MFSD14B,MFSD14B
SPINK14,SPINK14
INA,INA
KCNQ4,KCNQ4
NOX3,NOX3
ADCY1,ADCY1
CLEC4C,CLEC4C
NME8,NME8
CCNYL1,CCNYL1
COMMD3-BMI1,COMMD3-BMI1
OPCML,OPCML
RCAN3,RCAN3
ARHGAP39,ARHGAP39
ART5,ART5
ZNF211,ZNF211
GMFG,GMFG
WDR33,WDR33
GUCA2B,GUCA2B
SMIM4,SMIM4
CYP4Z1,CYP4Z1
CDK2AP2,CDK2AP2
UBAC2,UBAC2
MOSPD2,MOSPD2
WDSUB1,WDSUB1
FGF19,FGF19
OR7D2,OR7D2
LIME1,LIME1
RXFP2,RXFP2
SLC4A2,SLC4A2
RRAD,RRAD
CD93,CD93
DNHD1,DNHD1
ENSG00000284695,ENSG00000284695
ARHGEF25,ARHGEF25
EXOC1,EXOC1
ZNF75A,ZNF75A
CD274,CD274
OR6B1,OR6B1
TMED1,TMED1
MZT2B,MZT2B
NELFCD,NELFCD
OR13C4,OR13C4
DEFA5,DEFA5
SLC16A6,SLC16A6
ZXDA,ZXDA
CD1E,CD1E
PARD3B,PARD3B
LTA4H,LTA4H
SPRYD3,SPRYD3
ING5,ING5
EPM2A,EPM2A
CYP3A5,CYP3A5
DPT,DPT
ENSG00000257062,ENSG00000257062
CD34,CD34
PIWIL2,PIWIL2
FBXW9,FBXW9
IL1RN,IL1RN
ZNF135,ZNF135
AP3D1,AP3D1
TMEM255A,TMEM255A
TSC22D1,TSC22D1
BPTF,BPTF
MTUS1,MTUS1
OR51L1,OR51L1
EXD3,EXD3
DNAAF2,DNAAF2
HIGD1B,HIGD1B
PKIG,PKIG
EMC8,EMC8
SLAMF8,SLAMF8
PFDN5,PFDN5
ZNF33A,ZNF33A
SFTPB,SFTPB
TYRO3,TYRO3
IL24,IL24
TXNDC9,TXNDC9
PRIM1,PRIM1
PRSS1,PRSS1
GOLPH3L,GOLPH3L
MED31,MED31
TRAF3IP2,TRAF3IP2
TCP11L2,TCP11L2
RASGRP1,RASGRP1
PSMA8,PSMA8
FAM227A,FAM227A
INAVA,INAVA
ICAM2,ICAM2
TRAPPC10,TRAPPC10
NAA10,NAA10
CD1D,CD1D
SCG2,SCG2
NT5DC1,NT5DC1
AK2,AK2
SLC28A3,SLC28A3
ZNF331,ZNF331
FAAP20,FAAP20
SEC24A,SEC24A
MAFB,MAFB
RASGRF1,RASGRF1
ENOX1,ENOX1
CXorf56,CXorf56
GSS,GSS
ZBED9,ZBED9
ORC6,ORC6
CLEC18A,CLEC18A
KCNV1,KCNV1
CORO7,CORO7
CTTN,CTTN
SAXO2,SAXO2
GFI1B,GFI1B
NUP188,NUP188
TMEM189-UBE2V1,TMEM189-UBE2V1
FAR1,FAR1
COX17,COX17
PKD2,PKD2
TIMM22,TIMM22
CT45A1,CT45A1
MRFAP1,MRFAP1
ERRFI1,ERRFI1
BEND4,BEND4
TNNI2,TNNI2
ENSG00000265690,ENSG00000265690
ENOSF1,ENOSF1
PRPH,PRPH
TNFRSF14,TNFRSF14
SPINT1,SPINT1
CXCL1,CXCL1
DNAH9,DNAH9
DCAF15,DCAF15
GLYATL2,GLYATL2
TACC2,TACC2
EPS8L2,EPS8L2
RAMP3,RAMP3
NAT6,NAT6
GLRA1,GLRA1
MX2,MX2
EIF3C,EIF3C
RNF223,RNF223
PTBP2,PTBP2
NCOA3,NCOA3
POLR3GL,POLR3GL
RTL5,RTL5
HGNC:27336,HGNC:27336
ORC1,ORC1
TOR3A,TOR3A
PRAMEF17,PRAMEF17
SHOX2,SHOX2
COL5A1,COL5A1
DLAT,DLAT
MOSPD3,MOSPD3
HIP1R,HIP1R
NYNRIN,NYNRIN
KRT78,KRT78
KIRREL1,KIRREL1
UBA6,UBA6
TMEM215,TMEM215
REXO1,REXO1
TRAM1L1,TRAM1L1
KRT79,KRT79
TLE6,TLE6
SGK1,SGK1
TMUB2,TMUB2
RPS16,RPS16
ZNF432,ZNF432
NPEPL1,NPEPL1
ATP6V1G3,ATP6V1G3
BCL2L14,BCL2L14
GAD1,GAD1
DZIP1L,DZIP1L
SNX18,SNX18
BATF,BATF
NFAT5,NFAT5
LMO7DN,LMO7DN
MBOAT7,MBOAT7
EFCAB10,EFCAB10
ILDR2,ILDR2
GDF3,GDF3
KCNT2,KCNT2
H6PD,H6PD
CTAGE8,CTAGE8
IFNA14,IFNA14
CD81,CD81
CAPNS2,CAPNS2
MYOM1,MYOM1
SCNN1G,SCNN1G
ZNF181,ZNF181
PDK1,PDK1
RRP12,RRP12
PPP4R3B,PPP4R3B
TAF10,TAF10
STARD5,STARD5
DHX8,DHX8
B3GAT2,B3GAT2
QSOX2,QSOX2
NOTCH4,NOTCH4
LRWD1,LRWD1
CAV3,CAV3
LCE1B,LCE1B
LRP1,LRP1
IL12RB1,IL12RB1
TAF6,TAF6
ATG2B,ATG2B
KRT2,KRT2
CDK6,CDK6
TMEM241,TMEM241
TMA7,TMA7
DQX1,DQX1
ATP5B,ATP5B
SCN9A,SCN9A
HGNC:49416,HGNC:49416
ELAVL4,ELAVL4
PYROXD1,PYROXD1
CCDC103,CCDC103
COLGALT2,COLGALT2
BIRC3,BIRC3
KLK12,KLK12
AP1S2,AP1S2
OR8U1,OR8U1
OR6C74,OR6C74
ENO2,ENO2
CDRT15L2,CDRT15L2
CCDC110,CCDC110
HLA-DPB1,HLA-DPB1
CMBL,CMBL
ASIP,ASIP
CPZ,CPZ
S100A4,S100A4
FAM92A,FAM92A
SLC25A37,SLC25A37
GATA4,GATA4
ZCCHC4,ZCCHC4
BBS10,BBS10
C4orf50,C4orf50
ASB2,ASB2
CST5,CST5
SCLT1,SCLT1
ADH4,ADH4
EML6,EML6
REC114,REC114
RFC5,RFC5
C11orf49,C11orf49
LTF,LTF
PSMD10,PSMD10
SLCO5A1,SLCO5A1
HOXB2,HOXB2
TMX3,TMX3
C1orf198,C1orf198
GATB,GATB
CALML3,CALML3
SAPCD1,SAPCD1
ZGPAT,ZGPAT
GRPEL1,GRPEL1
HS3ST3A1,HS3ST3A1
ACOT12,ACOT12
HDAC11,HDAC11
TRIM49D2,TRIM49D2
PWWP2B,PWWP2B
COX6B2,COX6B2
DCD,DCD
MYH8,MYH8
SMIM1,SMIM1
CCDC85A,CCDC85A
IGLL5,IGLL5
NLRP14,NLRP14
HIP1,HIP1
STPG1,STPG1
EXOSC1,EXOSC1
PLEK2,PLEK2
ATP6V0E2,ATP6V0E2
CDH22,CDH22
XAF1,XAF1
FEV,FEV
CBY3,CBY3
CYTH1,CYTH1
MZB1,MZB1
PLPP3,PLPP3
ENSG00000267157,ENSG00000267157
RAD21,RAD21
ECI1,ECI1
ZBTB41,ZBTB41
ARMC7,ARMC7
ST8SIA3,ST8SIA3
OS9,OS9
ROS1,ROS1
CCDC22,CCDC22
LEPROT,LEPROT
MYF5,MYF5
TMC6,TMC6
ANGPT1,ANGPT1
EMC7,EMC7
JTB,JTB
PLPPR4,PLPPR4
CAPG,CAPG
ZNF394,ZNF394
ROR1,ROR1
CUTA,CUTA
AWAT2,AWAT2
CRACR2A,CRACR2A
GBP5,GBP5
SEL1L,SEL1L
ENTPD4,ENTPD4
PIRT,PIRT
AP4B1,AP4B1
MALT1,MALT1
ORC4,ORC4
EFHC2,EFHC2
DNAJB7,DNAJB7
NABP1,NABP1
ZKSCAN5,ZKSCAN5
SPDYE4,SPDYE4
ZNF567,ZNF567
SMIM8,SMIM8
OR2G3,OR2G3
QPCT,QPCT
GALNT5,GALNT5
C1orf141,C1orf141
GPR148,GPR148
S100A8,S100A8
POU1F1,POU1F1
SLC26A4,SLC26A4
MAD2L2,MAD2L2
SYCE1L,SYCE1L
FIBP,FIBP
ZBED2,ZBED2
HECTD1,HECTD1
HMGN3,HMGN3
PGM1,PGM1
CRELD2,CRELD2
PRKCH,PRKCH
C10orf128,C10orf128
ECH1,ECH1
COX10,COX10
PGBD2,PGBD2
USP32,USP32
RBBP7,RBBP7
C15orf41,C15orf41
CPNE2,CPNE2
CERS1,CERS1
ZNF549,ZNF549
TRAF3IP3,TRAF3IP3
TMEM110-MUSTN1,TMEM110-MUSTN1
ORMDL2,ORMDL2
SCAF4,SCAF4
MFSD3,MFSD3
PATZ1,PATZ1
SLC4A7,SLC4A7
PDHA1,PDHA1
UBR4,UBR4
HEATR9,HEATR9
ZNF770,ZNF770
CCDC198,CCDC198
APOPT1,APOPT1
CADM2,CADM2
PRR13,PRR13
VASH1,VASH1
UBE2O,UBE2O
OXSR1,OXSR1
TMEM192,TMEM192
MSH6,MSH6
NYX,NYX
ATP23,ATP23
C17orf47,C17orf47
HGNC:4101,HGNC:4101
QTRT2,QTRT2
GLDN,GLDN
CA7,CA7
TANGO2,TANGO2
NOTCH2,NOTCH2
MCIDAS,MCIDAS
DLEU7,DLEU7
NPHS1,NPHS1
SCO2,SCO2
IGLV9-49,IGLV9-49
LYG1,LYG1
ALDH2,ALDH2
CDK5R2,CDK5R2
CPNE6,CPNE6
KIAA0586,KIAA0586
ADAM9,ADAM9
PTPN9,PTPN9
KXD1,KXD1
LEFTY1,LEFTY1
ZNF155,ZNF155
CNPY3,CNPY3
FH,FH
RNF25,RNF25
GJA5,GJA5
TEDDM1,TEDDM1
IGHV1OR21-1,IGHV1OR21-1
FAM159A,FAM159A
THY1,THY1
DDX11,DDX11
DYNC1H1,DYNC1H1
ZNHIT1,ZNHIT1
SLC52A1,SLC52A1
EPB41L2,EPB41L2
KRTAP10-11,KRTAP10-11
TBX22,TBX22
TNFRSF25,TNFRSF25
TNFRSF4,TNFRSF4
COX6B1,COX6B1
GPR18,GPR18
EIF1AX,EIF1AX
VPS37B,VPS37B
FOXF2,FOXF2
GALNT1,GALNT1
LRRC18,LRRC18
CEACAM19,CEACAM19
ABCB11,ABCB11
LRRC53,LRRC53
ELAVL3,ELAVL3
NPIPB4,NPIPB4
UQCRFS1,UQCRFS1
C22orf31,C22orf31
NKX2-5,NKX2-5
COL6A1,COL6A1
AIFM3,AIFM3
OR11H4,OR11H4
PCDHGA5,PCDHGA5
TUSC1,TUSC1
PLEKHA6,PLEKHA6
PLK3,PLK3
PLEKHO1,PLEKHO1
CLCN7,CLCN7
MAP2K3,MAP2K3
IL1RL1,IL1RL1
KRTAP4-12,KRTAP4-12
UCK1,UCK1
LILRB4,LILRB4
TPD52L1,TPD52L1
CHIT1,CHIT1
H2AFZ,H2AFZ
QRICH2,QRICH2
SLFN12,SLFN12
PRSS3,PRSS3
DZIP1,DZIP1
ISCU,ISCU
ADIPOR2,ADIPOR2
AK8,AK8
C8orf82,C8orf82
IDUA,IDUA
DOCK1,DOCK1
ANKRD46,ANKRD46
MFRP,MFRP
TMEM151B,TMEM151B
RPN1,RPN1
CROCC,CROCC
COMMD8,COMMD8
BSCL2,BSCL2
FOXB1,FOXB1
SF3B4,SF3B4
PCCA,PCCA
GLI2,GLI2
INSRR,INSRR
KLHL33,KLHL33
TFR2,TFR2
FRRS1,FRRS1
CYP26C1,CYP26C1
F2RL3,F2RL3
MAB21L3,MAB21L3
DBH,DBH
ZBTB7C,ZBTB7C
ARL6,ARL6
DNMBP,DNMBP
CABP2,CABP2
SMIM21,SMIM21
C10orf10,C10orf10
CXCL13,CXCL13
TMEM229A,TMEM229A
ACCSL,ACCSL
SPACA9,SPACA9
DCAF5,DCAF5
NAGPA,NAGPA
FBXO3,FBXO3
FAM43A,FAM43A
DHRS3,DHRS3
LYN,LYN
ZNF511,ZNF511
TRIM69,TRIM69
TRIM22,TRIM22
EHBP1L1,EHBP1L1
HTR3D,HTR3D
ATP13A4,ATP13A4
SLC25A31,SLC25A31
PLAC8,PLAC8
NKX1-1,NKX1-1
LYRM7,LYRM7
BICC1,BICC1
HAL,HAL
SULF2,SULF2
SLC36A4,SLC36A4
MALL,MALL
SMIM29,SMIM29
MVB12A,MVB12A
SNPH,SNPH
SNCAIP,SNCAIP
PSMD13,PSMD13
HSPH1,HSPH1
CYTH4,CYTH4
SEC11C,SEC11C
ENSG00000272647,ENSG00000272647
NEUROD6,NEUROD6
SPATA4,SPATA4
UBA5,UBA5
ADSS,ADSS
GABPB2,GABPB2
MSRA,MSRA
COQ9,COQ9
MARCH2,MARCH2
WDR18,WDR18
TCAF1,TCAF1
FAM192A,FAM192A
ZNF500,ZNF500
PGPEP1,PGPEP1
OR10A5,OR10A5
PGAM5,PGAM5
PDE9A,PDE9A
ADGRD2,ADGRD2
SEC14L5,SEC14L5
TMEM86A,TMEM86A
IRX2,IRX2
ARHGAP26,ARHGAP26
PRR9,PRR9
CANT1,CANT1
SNW1,SNW1
DPH6,DPH6
PAXIP1,PAXIP1
IPO4,IPO4
STK11,STK11
RIDA,RIDA
GALM,GALM
RSF1,RSF1
DHX36,DHX36
THSD4,THSD4
NIP7,NIP7
CEACAM1,CEACAM1
ADA,ADA
ELOVL5,ELOVL5
C21orf62,C21orf62
LIN28B,LIN28B
C10orf95,C10orf95
PDE6G,PDE6G
AHNAK,AHNAK
ATP6V1C1,ATP6V1C1
DPP4,DPP4
STRN,STRN
ZNF311,ZNF311
MED23,MED23
CCDC166,CCDC166
GIMAP8,GIMAP8
C1orf50,C1orf50
GPR31,GPR31
STMN1,STMN1
OR9A4,OR9A4
ZNF783,ZNF783
GOT1L1,GOT1L1
SPCS2,SPCS2
CCNT1,CCNT1
ATP6V1D,ATP6V1D
TGFB3,TGFB3
CAVIN3,CAVIN3
WIZ,WIZ
ZNF341,ZNF341
MRFAP1L1,MRFAP1L1
SLC35A2,SLC35A2
ACOT8,ACOT8
SIDT1,SIDT1
ANKRD50,ANKRD50
SMAD9,SMAD9
MAT1A,MAT1A
ZSCAN10,ZSCAN10
NOP53,NOP53
GAREM1,GAREM1
BOLA1,BOLA1
POLR1E,POLR1E
SLC15A1,SLC15A1
TARBP1,TARBP1
ARRB1,ARRB1
C3orf49,C3orf49
UPRT,UPRT
PLEKHM3,PLEKHM3
TBRG1,TBRG1
CCL13,CCL13
DENND1C,DENND1C
PHF5A,PHF5A
OR10A3,OR10A3
WDR62,WDR62
SPOCK1,SPOCK1
HYAL3,HYAL3
IGKV3-20,IGKV3-20
SIGIRR,SIGIRR
SLC6A2,SLC6A2
FBXL8,FBXL8
MUC6,MUC6
FLYWCH2,FLYWCH2
FXR2,FXR2
CNTNAP2,CNTNAP2
GIMAP1,GIMAP1
C1QTNF1,C1QTNF1
MTTP,MTTP
ARF5,ARF5
LRRC72,LRRC72
KRTAP19-4,KRTAP19-4
FAM24A,FAM24A
RP1,RP1
ENSG00000100101,ENSG00000100101
TTLL13P,TTLL13P
ALKBH1,ALKBH1
IFI30,IFI30
LAG3,LAG3
LRPPRC,LRPPRC
MTMR8,MTMR8
ENSG00000269881,ENSG00000269881
PRMT9,PRMT9
ANKRD49,ANKRD49
GTF3C5,GTF3C5
SDHD,SDHD
KIF16B,KIF16B
WFDC2,WFDC2
MT4,MT4
TRAV12-3,TRAV12-3
SERPINB2,SERPINB2
BCL2L15,BCL2L15
SYCE3,SYCE3
ZNF700,ZNF700
DNAJC15,DNAJC15
DYNC1I1,DYNC1I1
SGK3,SGK3
SPZ1,SPZ1
NEK10,NEK10
ACSS3,ACSS3
NME1,NME1
PID1,PID1
SCFD2,SCFD2
BOP1,BOP1
CCDC59,CCDC59
UMAD1,UMAD1
KIF3B,KIF3B
FBXO4,FBXO4
RGSL1,RGSL1
VLDLR,VLDLR
C11orf42,C11orf42
WNT3,WNT3
OTOG,OTOG
ARL4C,ARL4C
RSAD2,RSAD2
KRTAP4-5,KRTAP4-5
TMEM221,TMEM221
TTF2,TTF2
SMIM9,SMIM9
TICAM2,TICAM2
XYLT1,XYLT1
C12orf10,C12orf10
WDR77,WDR77
SLC22A14,SLC22A14
NUDT2,NUDT2
FAM234A,FAM234A
KCNAB1,KCNAB1
KCNQ5,KCNQ5
FNDC4,FNDC4
CDK12,CDK12
KIAA1024L,KIAA1024L
HOXB9,HOXB9
UNK,UNK
ADGRE3,ADGRE3
RDH13,RDH13
EXO5,EXO5
XG,XG
ITIH4,ITIH4
DLG4,DLG4
CHRNA10,CHRNA10
FOXC2,FOXC2
CLDN11,CLDN11
TAS2R40,TAS2R40
NDUFB9,NDUFB9
RGL4,RGL4
CATSPERE,CATSPERE
USP17L12,USP17L12
VSTM5,VSTM5
SLC25A35,SLC25A35
SLC4A10,SLC4A10
ZNF830,ZNF830
TMEM150C,TMEM150C
RBM12,RBM12
DSG4,DSG4
POP1,POP1
MANEA,MANEA
RBMY1D,RBMY1D
GTF2H2C,GTF2H2C
FEZF2,FEZF2
NAALADL2,NAALADL2
C9orf85,C9orf85
NAGLU,NAGLU
SPINT2,SPINT2
IL1A,IL1A
USP20,USP20
TH,TH
PRKAB1,PRKAB1
DRD1,DRD1
SERINC1,SERINC1
RABGGTA,RABGGTA
TRBJ2-1,TRBJ2-1
RNF38,RNF38
E2F4,E2F4
MS4A4A,MS4A4A
TPH2,TPH2
MIOX,MIOX
CPD,CPD
MRPL15,MRPL15
APOD,APOD
TVP23B,TVP23B
ZNF629,ZNF629
OR51T1,OR51T1
ORMDL3,ORMDL3
GPAT3,GPAT3
UBE2A,UBE2A
INSL3,INSL3
HECW2,HECW2
PLEKHG7,PLEKHG7
DDX60L,DDX60L
TOGARAM2,TOGARAM2
KIF21A,KIF21A
ATPIF1,ATPIF1
GSTO2,GSTO2
FAM57B,FAM57B
NOXRED1,NOXRED1
PCDHB10,PCDHB10
HMGN4,HMGN4
TBC1D26,TBC1D26
DKK2,DKK2
MMS22L,MMS22L
INCENP,INCENP
BTN2A2,BTN2A2
CNGB1,CNGB1
ENSG00000272822,ENSG00000272822
STXBP1,STXBP1
GTF3C3,GTF3C3
RBM3,RBM3
SRA1,SRA1
EEPD1,EEPD1
TP73,TP73
FSTL1,FSTL1
ARGFX,ARGFX
RP9,RP9
RTL9,RTL9
ZMYND12,ZMYND12
LMNTD1,LMNTD1
ACOT11,ACOT11
CMSS1,CMSS1
ENSG00000272410,ENSG00000272410
BCOR,BCOR
OTX2,OTX2
SPINK13,SPINK13
OR4A47,OR4A47
STK16,STK16
EHBP1,EHBP1
KLF7,KLF7
STPG4,STPG4
SDK1,SDK1
TMEFF1,TMEFF1
KRTAP10-1,KRTAP10-1
GSX2,GSX2
MGAM,MGAM
PARPBP,PARPBP
IGLV1-40,IGLV1-40
HGNC:37183,HGNC:37183
MAD2L1BP,MAD2L1BP
PSMD3,PSMD3
HOMER3,HOMER3
ZNF33B,ZNF33B
MORN5,MORN5
PTPRD,PTPRD
ZCCHC10,ZCCHC10
HIF1AN,HIF1AN
UBOX5,UBOX5
TMEM174,TMEM174
ERMN,ERMN
MRNIP,MRNIP
SLC26A10,SLC26A10
IFNA16,IFNA16
MAPK8IP1,MAPK8IP1
FGF8,FGF8
PPP4R1,PPP4R1
POLR3C,POLR3C
CD5,CD5
LRG1,LRG1
GNG5,GNG5
UHRF1BP1L,UHRF1BP1L
TUBA3C,TUBA3C
PDIA4,PDIA4
NPY1R,NPY1R
GPRIN3,GPRIN3
ASIC5,ASIC5
COIL,COIL
METTL2A,METTL2A
SH3BGR,SH3BGR
DCAF12L1,DCAF12L1
GK2,GK2
LINS1,LINS1
STARD8,STARD8
ANKRD33B,ANKRD33B
USP44,USP44
RNF32,RNF32
PCDHA9,PCDHA9
SDR9C7,SDR9C7
IFI27L1,IFI27L1
MTFMT,MTFMT
ADAMTSL5,ADAMTSL5
ZFP37,ZFP37
CALCRL,CALCRL
OGT,OGT
PRRG4,PRRG4
PACSIN3,PACSIN3
ADARB2,ADARB2
UCP1,UCP1
TRIM8,TRIM8
KIR3DL2,KIR3DL2
CABLES2,CABLES2
TLX3,TLX3
MYO16,MYO16
CRIM1,CRIM1
COG5,COG5
SLC35E4,SLC35E4
IL36RN,IL36RN
TCEANC2,TCEANC2
ARHGEF39,ARHGEF39
PELI1,PELI1
HHIPL1,HHIPL1
CD47,CD47
WDR1,WDR1
RGPD2,RGPD2
LENG9,LENG9
TSPO,TSPO
RSRC1,RSRC1
EIF3D,EIF3D
HOXC4,HOXC4
ZNF365,ZNF365
DNAJB13,DNAJB13
COPB1,COPB1
HTRA1,HTRA1
TUBAL3,TUBAL3
RRP8,RRP8
SLC2A1,SLC2A1
TARS,TARS
DYNC1LI2,DYNC1LI2
CCDC39,CCDC39
NPAS1,NPAS1
TEX11,TEX11
DBN1,DBN1
PIH1D1,PIH1D1
C1orf100,C1orf100
JUND,JUND
PPT1,PPT1
SQOR,SQOR
CPPED1,CPPED1
USP46,USP46
EPC1,EPC1
TRIM25,TRIM25
SKAP1,SKAP1
UBA52,UBA52
FPR3,FPR3
SNUPN,SNUPN
SPINT3,SPINT3
MBLAC2,MBLAC2
CORIN,CORIN
SELENOW,SELENOW
SNRK,SNRK
GJB6,GJB6
PEF1,PEF1
FAM19A5,FAM19A5
SNRNP70,SNRNP70
THEM6,THEM6
IDH3G,IDH3G
FAM162A,FAM162A
CHD4,CHD4
FAM120A,FAM120A
SURF6,SURF6
TTC12,TTC12
ANKRD39,ANKRD39
LITAF,LITAF
KRT1,KRT1
PTPRM,PTPRM
TATDN3,TATDN3
OTOL1,OTOL1
PCED1B,PCED1B
IRX4,IRX4
FOXA3,FOXA3
TRDJ3,TRDJ3
CA10,CA10
SULT2A1,SULT2A1
FAM105A,FAM105A
ENSG00000269693,ENSG00000269693
RAB5A,RAB5A
C10orf113,C10orf113
RNF113A,RNF113A
ZC3HAV1L,ZC3HAV1L
PALMD,PALMD
