entry,entry_id
RDH5,HGNC:9940
PLAT,HGNC:9051
FANCA,HGNC:3582
DNAJC5,HGNC:16235
SATB2,HGNC:21637
CHAT,HGNC:1912
FOXN1,HGNC:12765
CHRNB2,HGNC:1962
SLC22A18,HGNC:10964
TMLHE,HGNC:18308
CPN1,HGNC:2312
SCN1B,HGNC:10586
PIK3CG,HGNC:8978
BPTF,HGNC:3581
MYH14,HGNC:23212
ZDHHC15,HGNC:20342
PRDM16,HGNC:14000
NPRL3,HGNC:14124
TRIM2,HGNC:15974
HMGCL,HGNC:5005
PTCH1,HGNC:9585
DLG3,HGNC:2902
CNTN2,HGNC:2172
FTSJ1,HGNC:13254
GIPC3,HGNC:18183
KCNA2,HGNC:6220
KLF11,HGNC:11811
NDUFA13,HGNC:17194
PIGA,HGNC:8957
RPGR,HGNC:10295
TRAPPC11,HGNC:25751
ZMPSTE24,HGNC:12877
MRE11,HGNC:7230
TRIO,HGNC:12303
VCX3A,HGNC:18159
CRADD,HGNC:2340
SLC34A1,HGNC:11019
GUCA1C,HGNC:4680
HSD17B4,HGNC:5213
TARDBP,HGNC:11571
MEIS2,HGNC:7001
MT-ND6,HGNC:7462
TBL1XR1,HGNC:29529
ERCC5,HGNC:3437
TUBB2B,HGNC:30829
FH,HGNC:3700
COLQ,HGNC:2226
DNAH8,HGNC:2952
NDUFB8,HGNC:7703
MT-RNR1,HGNC:7470
GP6,HGNC:14388
SOX17,HGNC:18122
PMS2,HGNC:9122
SDHAF2,HGNC:26034
YAP1,HGNC:16262
PLN,HGNC:9080
CLNK,HGNC:17438
LCA5,HGNC:31923
COQ4,HGNC:19693
MT-ND3,HGNC:7458
RAC2,HGNC:9802
CANT1,HGNC:19721
PEX6,HGNC:8859
B3GALNT2,HGNC:28596
ANO6,HGNC:25240
POU2AF1,HGNC:9211
IRF2BP2,HGNC:21729
FBXO7,HGNC:13586
MAX,HGNC:6913
MOCS1,HGNC:7190
DZIP1L,HGNC:26551
CABP4,HGNC:1386
CLPB,HGNC:30664
BCL11A,HGNC:13221
CDH2,HGNC:1759
CFAP47,HGNC:26708
ODAD2,HGNC:25583
GBA1,HGNC:4177
TPM3,HGNC:12012
DNMT3A,HGNC:2978
KIF11,HGNC:6388
BCLAF1,HGNC:16863
SNURF,HGNC:11171
FA2H,HGNC:21197
FHL1,HGNC:3702
TSC2,HGNC:12363
HLA-B,HGNC:4932
ADD3,HGNC:245
HLA-DRB1,HGNC:4948
IYD,HGNC:21071
NMNAT1,HGNC:17877
CCDC50,HGNC:18111
MITF,HGNC:7105
ALPL,HGNC:438
GSTM1,HGNC:4632
BRWD1,HGNC:12760
NDUFAF4,HGNC:21034
BLOC1S3,HGNC:20914
AP4S1,HGNC:575
GAB4,HGNC:18325
GAN,HGNC:4137
CAT,HGNC:1516
AASS,HGNC:17366
MOCOS,HGNC:18234
SQOR,HGNC:20390
PPM1K,HGNC:25415
BARD1,HGNC:952
WDFY3,HGNC:20751
FAN1,HGNC:29170
GTF2I,HGNC:4659
RYR2,HGNC:10484
CYBB,HGNC:2578
F5,HGNC:3542
MYH10,HGNC:7568
PIP5K1C,HGNC:8996
ALDH1A3,HGNC:409
GRB10,HGNC:4564
BCHE,HGNC:983
TUFM,HGNC:12420
CLIC2,HGNC:2063
TTN,HGNC:12403
BIN1,HGNC:1052
F9,HGNC:3551
SCN10A,HGNC:10582
SDR42E1,HGNC:29834
SLC17A8,HGNC:20151
EPS8L2,HGNC:21296
ATP5MK,HGNC:30889
LMOD3,HGNC:6649
NTAN1,HGNC:29909
RELN,HGNC:9957
CHST6,HGNC:6938
EP300,HGNC:3373
PIK3CA,HGNC:8975
NPHP4,HGNC:19104
CEP78,HGNC:25740
ADAR,HGNC:225
SCP2,HGNC:10606
KCNK3,HGNC:6278
EXOC7,HGNC:23214
AKT2,HGNC:392
CNOT2,HGNC:7878
RAG1,HGNC:9831
APC2,HGNC:24036
CES1,HGNC:1863
CYP3A43,HGNC:17450
MT-TV,HGNC:7500
MASP2,HGNC:6902
AARS2,HGNC:21022
BCKDHB,HGNC:987
CYP2B6,HGNC:2615
TBXA2R,HGNC:11608
ARSL,HGNC:719
NEK10,HGNC:18592
TRMT10C,HGNC:26022
UGT1A1,HGNC:12530
VLDLR,HGNC:12698
MCFD2,HGNC:18451
PPIB,HGNC:9255
PEX12,HGNC:8854
ASPA,HGNC:756
DYM,HGNC:21317
MCIDAS,HGNC:40050
BGN,HGNC:1044
MECP2,HGNC:6990
PEX13,HGNC:8855
MLH3,HGNC:7128
ACADS,HGNC:90
DNASE1,HGNC:2956
SYT2,HGNC:11510
GALR1,HGNC:4132
AFF2,HGNC:3776
NFIX,HGNC:7788
TH,HGNC:11782
UGT2B15,HGNC:12546
NUBPL,HGNC:20278
TRIM32,HGNC:16380
CUBN,HGNC:2548
SERPINB7,HGNC:13902
DMXL2,HGNC:2938
CAMTA1,HGNC:18806
ZNF711,HGNC:13128
CNTNAP2,HGNC:13830
MKRN3,HGNC:7114
DNM1L,HGNC:2973
DTNBP1,HGNC:17328
FANCC,HGNC:3584
HPGD,HGNC:5154
KCNH5,HGNC:6254
NME8,HGNC:16473
CFAP298,HGNC:1301
WDR26,HGNC:21208
BRAF,HGNC:1097
MYH7,HGNC:7577
CHSY1,HGNC:17198
LTC4S,HGNC:6719
ATP2A1,HGNC:811
GCSH,HGNC:4208
NAGS,HGNC:17996
RRAS,HGNC:10447
IL1RAPL1,HGNC:5996
SLC26A2,HGNC:10994
ADA,HGNC:186
HNRNPK,HGNC:5044
DDR2,HGNC:2731
SH3PXD2B,HGNC:29242
ABCB11,HGNC:42
TRIM37,HGNC:7523
EPB41L1,HGNC:3378
KMO,HGNC:6381
RNF168,HGNC:26661
NOTCH2,HGNC:7882
UQCRC2,HGNC:12586
PEX5,HGNC:9719
L1CAM,HGNC:6470
DHCR7,HGNC:2860
CD3D,HGNC:1673
PEX2,HGNC:9717
SSBP1,HGNC:11317
NDUFAF1,HGNC:18828
HSD3B7,HGNC:18324
NDUFC2,HGNC:7706
GNPAT,HGNC:4416
ANKS6,HGNC:26724
PDX1,HGNC:6107
PIK3CD,HGNC:8977
EIF4A3,HGNC:18683
ZNF674,HGNC:17625
OBSCN,HGNC:15719
CPT1C,HGNC:18540
NAALADL2,HGNC:23219
CCNQ,HGNC:28434
MMAA,HGNC:18871
FLCN,HGNC:27310
NEDD4L,HGNC:7728
AGTR2,HGNC:338
FGF12,HGNC:3668
YEATS4,HGNC:24859
TACO1,HGNC:24316
ABCC8,HGNC:59
RFX5,HGNC:9986
DSG4,HGNC:21307
CETP,HGNC:1869
GEN1,HGNC:26881
SERPINF2,HGNC:9075
ALG1,HGNC:18294
IRF6,HGNC:6121
KDR,HGNC:6307
CYP2U1,HGNC:20582
IGLL1,HGNC:5870
SLX4,HGNC:23845
CC2D2A,HGNC:29253
UBE2A,HGNC:12472
ANG,HGNC:483
HYLS1,HGNC:26558
EPS8,HGNC:3420
PEX11G,HGNC:20208
F2,HGNC:3535
PLA2G4A,HGNC:9035
UBQLN2,HGNC:12509
KMT5B,HGNC:24283
CSNK2B,HGNC:2460
MTAP,HGNC:7413
DOCK6,HGNC:19189
SOST,HGNC:13771
DNAJB2,HGNC:5228
CDKN1B,HGNC:1785
CDK13,HGNC:1733
EFTUD2,HGNC:30858
EHHADH,HGNC:3247
MARS2,HGNC:25133
TECTA,HGNC:11720
UBE3B,HGNC:13478
MAPT,HGNC:6893
ETFDH,HGNC:3483
CLCNKB,HGNC:2027
MAP2K2,HGNC:6842
TMEM126B,HGNC:30883
CHMP7,HGNC:28439
TGFBR1,HGNC:11772
TBCE,HGNC:11582
XIAP,HGNC:592
ACOX1,HGNC:119
CALM1,HGNC:1442
CACNB4,HGNC:1404
SHANK2,HGNC:14295
CYP4V2,HGNC:23198
SMCHD1,HGNC:29090
SLC2A10,HGNC:13444
KMT2C,HGNC:13726
CLPP,HGNC:2084
CA8,HGNC:1382
JAG1,HGNC:6188
CLN5,HGNC:2076
SRD5A2,HGNC:11285
ANOS1,HGNC:6211
C12orf43,HGNC:25719
MT-TP,HGNC:7494
MYO1A,HGNC:7595
AP4M1,HGNC:574
YTHDC1,HGNC:30626
IDUA,HGNC:5391
KCNJ10,HGNC:6256
MYH11,HGNC:7569
ARL6,HGNC:13210
RFX6,HGNC:21478
ZC4H2,HGNC:24931
DES,HGNC:2770
SLC12A3,HGNC:10912
LETM1,HGNC:6556
MUTYH,HGNC:7527
NIPA2,HGNC:17044
TCF20,HGNC:11631
PURA,HGNC:9701
GRIK2,HGNC:4580
VEGFA,HGNC:12680
MAT1A,HGNC:6903
HTR2A,HGNC:5293
SHROOM4,HGNC:29215
ACAT1,HGNC:93
DIABLO,HGNC:21528
FLNC,HGNC:3756
MT-TH,HGNC:7487
SLC5A1,HGNC:11036
ATF6,HGNC:791
PARS2,HGNC:30563
NDUFS2,HGNC:7708
WDR36,HGNC:30696
HOXA1,HGNC:5099
MCCC1,HGNC:6936
DPM1,HGNC:3005
PEX3,HGNC:8858
NR5A1,HGNC:7983
SLC7A7,HGNC:11065
KCNQ2,HGNC:6296
CD247,HGNC:1677
PKP2,HGNC:9024
NEU1,HGNC:7758
USP7,HGNC:12630
KLF14,HGNC:23025
CRYBB2,HGNC:2398
HEPACAM,HGNC:26361
GRK1,HGNC:10013
LAMC2,HGNC:6493
MSX2,HGNC:7392
SPTBN4,HGNC:14896
DNMT3B,HGNC:2979
GNB1,HGNC:4396
COX4I1,HGNC:2265
TRAF3,HGNC:12033
ADGRG1,HGNC:4512
TWIST1,HGNC:12428
NHP2,HGNC:14377
NEBL,HGNC:16932
NPHS1,HGNC:7908
ATR,HGNC:882
CHEK2,HGNC:16627
DMGDH,HGNC:24475
CUL4B,HGNC:2555
NFKBIZ,HGNC:29805
HOXA11,HGNC:5101
VPS35,HGNC:13487
SCN11A,HGNC:10583
CXCR4,HGNC:2561
NEUROD1,HGNC:7762
B4GALT7,HGNC:930
TUSC3,HGNC:30242
SCARB2,HGNC:1665
TPM1,HGNC:12010
COL16A1,HGNC:2193
FGFRL1,HGNC:3693
KRAS,HGNC:6407
ACAT2,HGNC:94
MT-TT,HGNC:7499
NDUFS8,HGNC:7715
ATP6V0A4,HGNC:866
MOCS2,HGNC:7193
SLC1A1,HGNC:10939
UBR1,HGNC:16808
SDHD,HGNC:10683
SERPINF1,HGNC:8824
C1QBP,HGNC:1243
POLR2A,HGNC:9187
TOP3B,HGNC:11993
GRIN1,HGNC:4584
KDM6B,HGNC:29012
COL4A5,HGNC:2207
RHOH,HGNC:686
AGRN,HGNC:329
SEPTIN9,HGNC:7323
XDH,HGNC:12805
EVX2,HGNC:3507
GPSM2,HGNC:29501
ZAP70,HGNC:12858
PNPT1,HGNC:23166
CD8A,HGNC:1706
GJB2,HGNC:4284
LZTR1,HGNC:6742
DHTKD1,HGNC:23537
UROD,HGNC:12591
SKI,HGNC:10896
MT-TK,HGNC:7489
SNCA,HGNC:11138
TRAPPC2,HGNC:23068
CLN3,HGNC:2074
PALB2,HGNC:26144
SNORD109B,HGNC:32774
DDX3X,HGNC:2745
SETD1A,HGNC:29010
ALK,HGNC:427
BAAT,HGNC:932
KANSL1,HGNC:24565
MEGF10,HGNC:29634
SPRED1,HGNC:20249
LMAN1,HGNC:6631
PNP,HGNC:7892
WDPCP,HGNC:28027
SDHC,HGNC:10682
NLGN4X,HGNC:14287
ATP1A1,HGNC:799
SLCO1B1,HGNC:10959
EXPH5,HGNC:30578
CASP10,HGNC:1500
SLC25A22,HGNC:19954
POLR1D,HGNC:20422
PDE4D,HGNC:8783
F13B,HGNC:3534
COX6B1,HGNC:2280
AGPAT2,HGNC:325
ACAD8,HGNC:87
SMARCC1,HGNC:11104
TPMT,HGNC:12014
B9D2,HGNC:28636
TCTN2,HGNC:25774
EMC1,HGNC:28957
DEPDC5,HGNC:18423
PIGU,HGNC:15791
ERCC2,HGNC:3434
HELLS,HGNC:4861
TP53,HGNC:11998
TTR,HGNC:12405
PAFAH1B1,HGNC:8574
SGCE,HGNC:10808
PIGO,HGNC:23215
COQ2,HGNC:25223
PROS1,HGNC:9456
ZBTB18,HGNC:13030
LIFR,HGNC:6597
COG8,HGNC:18623
COL1A2,HGNC:2198
ADAMTS13,HGNC:1366
GPD1,HGNC:4455
KCNE2,HGNC:6242
RNF43,HGNC:18505
SARS1,HGNC:10537
KCNQ4,HGNC:6298
PREPL,HGNC:30228
SLC36A2,HGNC:18762
TEK,HGNC:11724
VIPAS39,HGNC:20347
MYT1L,HGNC:7623
KDM5B,HGNC:18039
SOX11,HGNC:11191
SRC,HGNC:11283
USP27X,HGNC:13486
PEG3,HGNC:8826
IL17RA,HGNC:5985
CTSF,HGNC:2531
STIL,HGNC:10879
TBXAS1,HGNC:11609
HTT,HGNC:4851
THRA,HGNC:11796
IGF2,HGNC:5466
WDR35,HGNC:29250
PEX16,HGNC:8857
GRHL2,HGNC:2799
PPP2R5D,HGNC:9312
LAMP2,HGNC:6501
SUZ12,HGNC:17101
MT-TE,HGNC:7479
DNAJB6,HGNC:14888
PQBP1,HGNC:9330
SMARCA4,HGNC:11100
PKD2,HGNC:9009
DLX1,HGNC:2914
FLNB,HGNC:3755
SNORD9,HGNC:32705
ERCC6,HGNC:3438
HGF,HGNC:4893
LIAS,HGNC:16429
FMR1,HGNC:3775
CD19,HGNC:1633
PCCB,HGNC:8654
ITGA3,HGNC:6139
CYP2D6,HGNC:2625
FGG,HGNC:3694
SOX2,HGNC:11195
BACH2,HGNC:14078
GATAD1,HGNC:29941
RAB3GAP2,HGNC:17168
SMAD2,HGNC:6768
GCH1,HGNC:4193
SPI1,HGNC:11241
CHD4,HGNC:1919
MTRFR,HGNC:26784
HLA-C,HGNC:4933
KAT6A,HGNC:13013
PAX3,HGNC:8617
PRKN,HGNC:8607
UNG,HGNC:12572
CD40LG,HGNC:11935
ELK1,HGNC:3321
MTOR,HGNC:3942
ZMYND10,HGNC:19412
CCDC40,HGNC:26090
MAGEL2,HGNC:6814
B4GAT1,HGNC:15685
MPDZ,HGNC:7208
POLE,HGNC:9177
ADAMTS17,HGNC:17109
TCF4,HGNC:11634
COL5A2,HGNC:2210
MFAP5,HGNC:29673
GRXCR2,HGNC:33862
CCDC103,HGNC:32700
DCX,HGNC:2714
RDH12,HGNC:19977
CDKL5,HGNC:11411
ST14,HGNC:11344
COX15,HGNC:2263
PRX,HGNC:13797
TSPAN7,HGNC:11854
DDOST,HGNC:2728
HSD17B10,HGNC:4800
GFM2,HGNC:29682
HMGA2,HGNC:5009
CDK4,HGNC:1773
FHIT,HGNC:3701
FOXD3,HGNC:3804
BMP10,HGNC:20869
LAMB1,HGNC:6486
EIF2AK3,HGNC:3255
LINS1,HGNC:30922
MYL3,HGNC:7584
RCBTB1,HGNC:18243
SEC63,HGNC:21082
INS,HGNC:6081
CISD2,HGNC:24212
SAMD9,HGNC:1348
CNGA1,HGNC:2148
SMC3,HGNC:2468
FGFR2,HGNC:3689
MYO1C,HGNC:7597
GP1BB,HGNC:4440
GK,HGNC:4289
PET100,HGNC:40038
TNNC1,HGNC:11943
RPS24,HGNC:10411
MSN,HGNC:7373
BBS7,HGNC:18758
PDHB,HGNC:8808
HINT1,HGNC:4912
NDUFV2,HGNC:7717
XRCC2,HGNC:12829
SYNJ1,HGNC:11503
GLA,HGNC:4296
CD59,HGNC:1689
F13A1,HGNC:3531
CD81,HGNC:1701
HNRNPDL,HGNC:5037
SARDH,HGNC:10536
PGAP3,HGNC:23719
REN,HGNC:9958
SCN2A,HGNC:10588
IVD,HGNC:6186
EBF3,HGNC:19087
HCCS,HGNC:4837
FLVCR1,HGNC:24682
NKX2-5,HGNC:2488
CDKN2A,HGNC:1787
DISC1,HGNC:2888
IMPA1,HGNC:6050
LRRK2,HGNC:18618
AIPL1,HGNC:359
PRCD,HGNC:32528
CALU,HGNC:1458
CYB5R2,HGNC:24376
SS18L1,HGNC:15592
GNB4,HGNC:20731
MEGF8,HGNC:3233
TUBB4A,HGNC:20774
LBR,HGNC:6518
MYOZ2,HGNC:1330
MT-RNR2,HGNC:7471
ITSN1,HGNC:6183
MT-ND5,HGNC:7461
SOD2,HGNC:11180
ATM,HGNC:795
COL3A1,HGNC:2201
DYNC2H1,HGNC:2962
CLRN1,HGNC:12605
F12,HGNC:3530
ABCC4,HGNC:55
PDCD10,HGNC:8761
NKX2-1,HGNC:11825
CDAN1,HGNC:1713
CHCHD10,HGNC:15559
ARHGEF9,HGNC:14561
G6PD,HGNC:4057
FERMT3,HGNC:23151
KCNH2,HGNC:6251
PRKCSH,HGNC:9411
TRMT5,HGNC:23141
DNAAF1,HGNC:30539
ALDH6A1,HGNC:7179
LAT,HGNC:18874
DKC1,HGNC:2890
EDA,HGNC:3157
PHOX2B,HGNC:9143
ENPP1,HGNC:3356
COX8A,HGNC:2294
TNF,HGNC:11892
PLAU,HGNC:9052
HIBCH,HGNC:4908
EVC2,HGNC:19747
IMMP2L,HGNC:14598
NDUFAF2,HGNC:28086
SLC39A8,HGNC:20862
BTD,HGNC:1122
ACY1,HGNC:177
GRM1,HGNC:4593
TIGD6,HGNC:18332
RASA1,HGNC:9871
MPST,HGNC:7223
PLG,HGNC:9071
SLITRK6,HGNC:23503
SGCG,HGNC:10809
MYPN,HGNC:23246
LMTK3,HGNC:19295
AGK,HGNC:21869
TDP1,HGNC:18884
MTO1,HGNC:19261
CPAMD8,HGNC:23228
NOTCH3,HGNC:7883
TUBB4B,HGNC:20771
ANGPTL3,HGNC:491
EYA1,HGNC:3519
KATNAL2,HGNC:25387
PPP1R12A,HGNC:7618
USH1G,HGNC:16356
MEG3,HGNC:14575
CEP57,HGNC:30794
SERAC1,HGNC:21061
NDUFS6,HGNC:7713
GPR143,HGNC:20145
TMPO,HGNC:11875
SLC34A2,HGNC:11020
PIK3R2,HGNC:8980
ZDHHC9,HGNC:18475
FANCB,HGNC:3583
NHLRC1,HGNC:21576
SKIC3,HGNC:23639
SLC35A2,HGNC:11022
ESRRB,HGNC:3473
RAD21,HGNC:9811
RINT1,HGNC:21876
HARS2,HGNC:4817
TYMP,HGNC:3148
EFEMP2,HGNC:3219
NEXN,HGNC:29557
MYL1,HGNC:7582
OTX2,HGNC:8522
PEX26,HGNC:22965
LDLRAP1,HGNC:18640
GNPTAB,HGNC:29670
CACNG2,HGNC:1406
IFT27,HGNC:18626
BCOR,HGNC:20893
CD3G,HGNC:1675
LHX3,HGNC:6595
ZNF462,HGNC:21684
MSL3,HGNC:7370
POLG,HGNC:9179
ACADSB,HGNC:91
ATP10A,HGNC:13542
MT-TS2,HGNC:7498
GFM1,HGNC:13780
KCNE5,HGNC:6241
NTNG1,HGNC:23319
ARHGEF4,HGNC:684
WNT5A,HGNC:12784
SMARCA1,HGNC:11097
SBDS,HGNC:19440
PCCA,HGNC:8653
GATAD2B,HGNC:30778
UROS,HGNC:12592
FKBP5,HGNC:3721
CD164,HGNC:1632
MSX1,HGNC:7391
ABCD3,HGNC:67
MAN2B1,HGNC:6826
GNAI1,HGNC:4384
SHMT2,HGNC:10852
NUS1,HGNC:21042
PCBD1,HGNC:8646
ASL,HGNC:746
LPAR6,HGNC:15520
ATP6V1E1,HGNC:857
KMT2B,HGNC:15840
PSORS1C2,HGNC:17199
TP73,HGNC:12003
VDR,HGNC:12679
ADA2,HGNC:1839
GDF2,HGNC:4217
PITPNA,HGNC:9001
UMOD,HGNC:12559
CTNNA3,HGNC:2511
WBP2,HGNC:12738
ERCC3,HGNC:3435
SOS1,HGNC:11187
APPL1,HGNC:24035
ODAD4,HGNC:25280
ZIM2,HGNC:12875
TRAPPC9,HGNC:30832
ACE,HGNC:2707
MAK,HGNC:6816
BBS12,HGNC:26648
CYP21A2,HGNC:2600
NDUFAF6,HGNC:28625
WDR62,HGNC:24502
NR4A2,HGNC:7981
EPHB4,HGNC:3395
SLC35D1,HGNC:20800
GLS,HGNC:4331
DLK1,HGNC:2907
CSNK2A1,HGNC:2457
CDC42,HGNC:1736
RB1,HGNC:9884
DRD2,HGNC:3023
UPF3B,HGNC:20439
PHF6,HGNC:18145
ASPM,HGNC:19048
EWSR1,HGNC:3508
PKD1,HGNC:9008
SCN5A,HGNC:10593
COG4,HGNC:18620
TYROBP,HGNC:12449
STT3A,HGNC:6172
RPS6KA3,HGNC:10432
TFRC,HGNC:11763
SLC1A3,HGNC:10941
COMP,HGNC:2227
SLC19A1,HGNC:10937
CHRNA3,HGNC:1957
P2RY12,HGNC:18124
ERCC1,HGNC:3433
SHH,HGNC:10848
TCTN3,HGNC:24519
PXDN,HGNC:14966
IL21,HGNC:6005
STXBP1,HGNC:11444
SYT14,HGNC:23143
NDE1,HGNC:17619
F7,HGNC:3544
NDUFA10,HGNC:7684
SCN8A,HGNC:10596
TRIT1,HGNC:20286
ABCC9,HGNC:60
RBP3,HGNC:9921
FGFR3,HGNC:3690
TULP3,HGNC:12425
PEX11B,HGNC:8853
ZNF264,HGNC:13057
CRYM,HGNC:2418
APOE,HGNC:613
MT-TM,HGNC:7492
ARID1A,HGNC:11110
CYB5R1,HGNC:13397
NECAP1,HGNC:24539
ACTB,HGNC:132
KIT,HGNC:6342
MAN1B1,HGNC:6823
FGF10,HGNC:3666
KIF5A,HGNC:6323
CHRM3,HGNC:1952
GJB3,HGNC:4285
XYLT1,HGNC:15516
GDF5,HGNC:4220
KCNV2,HGNC:19698
TMEM132E,HGNC:26991
LPA,HGNC:6667
MPL,HGNC:7217
DMP1,HGNC:2932
ETV6,HGNC:3495
SLC1A2,HGNC:10940
IGF1R,HGNC:5465
FKRP,HGNC:17997
SLC3A1,HGNC:11025
PEX10,HGNC:8851
H1-4,HGNC:4718
TUBB2A,HGNC:12412
NSD1,HGNC:14234
COL9A1,HGNC:2217
GIGYF2,HGNC:11960
PRICKLE1,HGNC:17019
PCARE,HGNC:34383
ZFPM2,HGNC:16700
CFH,HGNC:4883
DHODH,HGNC:2867
CEP290,HGNC:29021
NAGA,HGNC:7631
MT-ATP8,HGNC:7415
MACF1,HGNC:13664
CACNA1F,HGNC:1393
PINK1,HGNC:14581
ASXL1,HGNC:18318
ACTA2,HGNC:130
DRD5,HGNC:3026
KLHL40,HGNC:30372
FGFR1,HGNC:3688
PHGDH,HGNC:8923
UPB1,HGNC:16297
ASNS,HGNC:753
SARS2,HGNC:17697
UNC93A,HGNC:12570
RAD51C,HGNC:9820
MAP2K1,HGNC:6840
CFTR,HGNC:1884
HLA-A,HGNC:4931
SEMA3C,HGNC:10725
GATA3,HGNC:4172
ERCC4,HGNC:3436
P2RX2,HGNC:15459
RPS10,HGNC:10383
PMP2,HGNC:9117
HMX1,HGNC:5017
DNAJC21,HGNC:27030
CNTN1,HGNC:2171
SMARCB1,HGNC:11103
RECQL,HGNC:9948
HNRNPA2B1,HGNC:5033
SLC6A18,HGNC:26441
TNNI3,HGNC:11947
BAZ2B,HGNC:963
MECR,HGNC:19691
IKZF1,HGNC:13176
MMADHC,HGNC:25221
TRIM63,HGNC:16007
B9D1,HGNC:24123
SUOX,HGNC:11460
ROBO3,HGNC:13433
HADHA,HGNC:4801
PC,HGNC:8636
DCLRE1C,HGNC:17642
NTF4,HGNC:8024
MAGT1,HGNC:28880
HACD1,HGNC:9639
PTCHD1,HGNC:26392
MYH9,HGNC:7579
HTR1A,HGNC:5286
RGS9,HGNC:10004
SPEG,HGNC:16901
AXIN2,HGNC:904
AHCY,HGNC:343
WIPF1,HGNC:12736
MTTP,HGNC:7467
HIBADH,HGNC:4907
CHD8,HGNC:20153
SETD2,HGNC:18420
TMEM70,HGNC:26050
CRHR1,HGNC:2357
POMP,HGNC:20330
TIMM8A,HGNC:11817
ALDH5A1,HGNC:408
FRMD7,HGNC:8079
MED25,HGNC:28845
STAC3,HGNC:28423
JPH2,HGNC:14202
GJA1,HGNC:4274
IDS,HGNC:5389
CDK5RAP2,HGNC:18672
KCNJ2,HGNC:6263
ALG2,HGNC:23159
PGM3,HGNC:8907
BTK,HGNC:1133
CASZ1,HGNC:26002
CTLA4,HGNC:2505
IARS2,HGNC:29685
NCF1,HGNC:7660
TTC8,HGNC:20087
PDHA1,HGNC:8806
MEST,HGNC:7028
IGF2R,HGNC:5467
FOXC2,HGNC:3801
GSDME,HGNC:2810
NDUFS1,HGNC:7707
TNNI3K,HGNC:19661
MRPL44,HGNC:16650
SLC25A20,HGNC:1421
GLT8D1,HGNC:24870
MKS1,HGNC:7121
SUPT16H,HGNC:11465
DLGAP2,HGNC:2906
NGF,HGNC:7808
ODAD1,HGNC:26560
ABL2,HGNC:77
ST3GAL3,HGNC:10866
CARS2,HGNC:25695
GBE1,HGNC:4180
GLI2,HGNC:4318
EFEMP1,HGNC:3218
MFRP,HGNC:18121
NPHP1,HGNC:7905
SDHAF1,HGNC:33867
PLP1,HGNC:9086
ESPN,HGNC:13281
INVS,HGNC:17870
LAS1L,HGNC:25726
PPIP5K1,HGNC:29023
GTF2IRD1,HGNC:4661
SETX,HGNC:445
POU4F3,HGNC:9220
SPAG1,HGNC:11212
PHLDA2,HGNC:12385
EGR2,HGNC:3239
GAD1,HGNC:4092
EHMT1,HGNC:24650
CLMP,HGNC:24039
TTC19,HGNC:26006
TPM2,HGNC:12011
ACOX2,HGNC:120
ITPA,HGNC:6176
YARS1,HGNC:12840
CALR3,HGNC:20407
PHIP,HGNC:15673
LRTOMT,HGNC:25033
NR2F1,HGNC:7975
RAG2,HGNC:9832
KRT37,HGNC:6455
FGB,HGNC:3662
ALX4,HGNC:450
CNGB1,HGNC:2151
COG1,HGNC:6545
SLC19A3,HGNC:16266
ADAMTS2,HGNC:218
ADRB2,HGNC:286
TPM4,HGNC:12013
ALG9,HGNC:15672
GREM1,HGNC:2001
CACNA2D1,HGNC:1399
FRMPD4,HGNC:29007
LIPA,HGNC:6617
FTL,HGNC:3999
PHYH,HGNC:8940
CD79A,HGNC:1698
DECR1,HGNC:2753
SCN1A,HGNC:10585
KIF6,HGNC:21202
FYB1,HGNC:4036
REL,HGNC:9954
GP9,HGNC:4444
VCL,HGNC:12665
CSMD1,HGNC:14026
BLOC1S6,HGNC:8549
KCNH1,HGNC:6250
DYNC2I1,HGNC:21862
CHKB,HGNC:1938
RNF135,HGNC:21158
LITAF,HGNC:16841
EXOSC3,HGNC:17944
BCAP31,HGNC:16695
CNTN4,HGNC:2174
MIR96,HGNC:31648
SLC12A1,HGNC:10910
SOBP,HGNC:29256
RCAN1,HGNC:3040
GJA5,HGNC:4279
CSF2RA,HGNC:2435
BLK,HGNC:1057
GLRB,HGNC:4329
QRICH1,HGNC:24713
SMAD1,HGNC:6767
CD320,HGNC:16692
PTHLH,HGNC:9607
KDM5C,HGNC:11114
PDLIM3,HGNC:20767
AHDC1,HGNC:25230
ZC3H14,HGNC:20509
AUH,HGNC:890
ATG7,HGNC:16935
AK2,HGNC:362
ALDOB,HGNC:417
SEMA3A,HGNC:10723
ABRAXAS1,HGNC:25829
SDHB,HGNC:10681
IFNL3,HGNC:18365
USH1C,HGNC:12597
MTM1,HGNC:7448
RUNX1,HGNC:10471
NUDT15,HGNC:23063
GABRA1,HGNC:4075
D2HGDH,HGNC:28358
CTNNBL1,HGNC:15879
BRIP1,HGNC:20473
MED12,HGNC:11957
SMAD9,HGNC:6774
AMACR,HGNC:451
COL11A1,HGNC:2186
ALDH3A2,HGNC:403
CACNA1C,HGNC:1390
DPM3,HGNC:3007
MAFB,HGNC:6408
MYO18B,HGNC:18150
CSF2RB,HGNC:2436
NEK8,HGNC:13387
CIDEC,HGNC:24229
STUB1,HGNC:11427
RS1,HGNC:10457
BVES,HGNC:1152
GNAI3,HGNC:4387
CNKSR2,HGNC:19701
FOLR1,HGNC:3791
OSTM1,HGNC:21652
MPV17,HGNC:7224
